id,group,transaction_id,transaction_type,recipient_name,recipient_email,amount,currency,fuel_type,quantity_liters,truck_number,truck_id,departure_date,arrival_date,storage_location,contract_ref,notes,created_at,metadata
369,Group C,BPCL-TXN-9255351,incoming,Priya Mehta,priya.mehta@bpcl.co.in,416958.31,INR,ATF,19312,"TRK2740,TRK8234,TRK5243,TRK2692,TRK1571","TID176461,TID173832,TID699098,TID862886,TID362769",,2025-02-27,TankFarm-1,CNTR-28154,Customs hold,2025-03-25T20:00:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 19312, ""truck_count"": 5, ""contract_ref"": ""CNTR-28154"", ""storage_location"": ""TankFarm-1""}"
370,Group A,BPCL-TXN-7551231,outgoing,Vikram Mehta,vikram.mehta@bpcl.co.in,532540.02,INR,ATF,38659,TRK1060,TID640418,2025-04-01,,TankFarm-8,CNTR-27833,Quality check required,2025-02-21T23:49:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 38659, ""truck_count"": 1, ""contract_ref"": ""CNTR-27833"", ""storage_location"": ""TankFarm-8""}"
371,Group B,BPCL-TXN-2176077,outgoing,Shreya Desai,shreya.desai@bpcl.co.in,27397.84,INR,ATF,8943,TRK9770,TID476353,2025-02-12,,TankFarm-11,CNTR-24961,Quality check required,2025-01-08T20:41:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 8943, ""truck_count"": 1, ""contract_ref"": ""CNTR-24961"", ""storage_location"": ""TankFarm-11""}"
372,Group C,BPCL-TXN-9969540,incoming,Ajay Verma,ajay.verma@bpcl.co.in,83331.17,INR,ATF,24002,"TRK4327,TRK3893,TRK1644,TRK7294,TRK4129,TRK5896","TID829685,TID509054,TID211954,TID761249,TID822303,TID476712",,2025-03-04,TankFarm-2,CNTR-27175,Weather delay,2025-01-18T01:12:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 24002, ""truck_count"": 6, ""contract_ref"": ""CNTR-27175"", ""storage_location"": ""TankFarm-2""}"
373,Group A,BPCL-TXN-5001116,incoming,Rahul Jain,rahul.jain@bpcl.co.in,70669.66,INR,Naphtha,47166,"TRK9186,TRK9748,TRK8361","TID117215,TID138842,TID455766",,2025-01-08,TankFarm-6,CNTR-20701,Quality check required,2025-01-16T06:51:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 47166, ""truck_count"": 3, ""contract_ref"": ""CNTR-20701"", ""storage_location"": ""TankFarm-6""}"
374,Group B,BPCL-TXN-9776491,outgoing,Rahul Gupta,rahul.gupta@bpcl.co.in,655895.02,INR,Naphtha,10761,TRK4817,TID175532,2025-01-05,,TankFarm-12,CNTR-22319,Temperature sensitive,2025-03-25T00:30:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 10761, ""truck_count"": 1, ""contract_ref"": ""CNTR-22319"", ""storage_location"": ""TankFarm-12""}"
375,Group C,BPCL-TXN-1768424,outgoing,Sunita Khosla,sunita.khosla@bpcl.co.in,495370.15,INR,MS,12288,TRK1818,TID422266,2025-01-13,,TankFarm-8,CNTR-22796,Requires escort,2025-01-14T03:31:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 12288, ""truck_count"": 1, ""contract_ref"": ""CNTR-22796"", ""storage_location"": ""TankFarm-8""}"
376,Group A,BPCL-TXN-4700592,outgoing,Priya Desai,priya.desai@bpcl.co.in,334003.31,INR,ATF,22249,TRK2979,TID817318,2025-03-15,,TankFarm-9,CNTR-22250,Gate pass pending,2025-01-28T01:37:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 22249, ""truck_count"": 1, ""contract_ref"": ""CNTR-22250"", ""storage_location"": ""TankFarm-9""}"
377,Group B,BPCL-TXN-2060687,incoming,Priya Rao,priya.rao@bpcl.co.in,127396.68,INR,ATF,16013,"TRK7060,TRK3703,TRK8187,TRK4991,TRK1666,TRK3185","TID204823,TID929478,TID988528,TID762904,TID742191,TID494401",,2025-01-21,TankFarm-1,CNTR-27978,Requires escort,2025-01-01T00:11:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 16013, ""truck_count"": 6, ""contract_ref"": ""CNTR-27978"", ""storage_location"": ""TankFarm-1""}"
378,Group C,BPCL-TXN-5760225,outgoing,Neha Khosla,neha.khosla@bpcl.co.in,610373.56,INR,ATF,9316,TRK4377,TID250038,2025-03-23,,TankFarm-5,CNTR-28570,Temperature sensitive,2025-02-22T07:11:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 9316, ""truck_count"": 1, ""contract_ref"": ""CNTR-28570"", ""storage_location"": ""TankFarm-5""}"
379,Group A,BPCL-TXN-1631179,outgoing,Anil Mehta,anil.mehta@bpcl.co.in,544969.1,INR,Naphtha,6768,TRK5934,TID464750,2025-02-23,,TankFarm-1,CNTR-29137,Weather delay,2025-01-25T03:33:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 6768, ""truck_count"": 1, ""contract_ref"": ""CNTR-29137"", ""storage_location"": ""TankFarm-1""}"
380,Group B,BPCL-TXN-7071696,outgoing,Ajay Nair,ajay.nair@bpcl.co.in,392967.05,INR,ATF,14638,TRK5528,TID155646,2025-01-25,,TankFarm-2,CNTR-22444,Temperature sensitive,2025-03-05T05:10:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 14638, ""truck_count"": 1, ""contract_ref"": ""CNTR-22444"", ""storage_location"": ""TankFarm-2""}"
381,Group C,BPCL-TXN-1723359,outgoing,Ramesh Gupta,ramesh.gupta@bpcl.co.in,289039.98,INR,HSD,29486,TRK5118,TID450533,2025-03-20,,TankFarm-8,CNTR-20709,Requires escort,2025-01-07T17:11:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 29486, ""truck_count"": 1, ""contract_ref"": ""CNTR-20709"", ""storage_location"": ""TankFarm-8""}"
382,Group A,BPCL-TXN-1487633,incoming,Rahul Nair,rahul.nair@bpcl.co.in,109147.19,INR,HSD,34151,"TRK6340,TRK7865,TRK4256,TRK6336,TRK4769","TID916814,TID215482,TID441974,TID338846,TID202827",,2025-01-31,TankFarm-12,CNTR-26759,Weather delay,2025-02-18T07:04:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 34151, ""truck_count"": 5, ""contract_ref"": ""CNTR-26759"", ""storage_location"": ""TankFarm-12""}"
383,Group B,BPCL-TXN-9127012,incoming,Ramesh Jain,ramesh.jain@bpcl.co.in,130082.42,INR,Naphtha,34818,"TRK7346,TRK7119","TID243030,TID579975",,2025-01-25,TankFarm-11,CNTR-25875,Priority consignment,2025-01-26T10:08:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 34818, ""truck_count"": 2, ""contract_ref"": ""CNTR-25875"", ""storage_location"": ""TankFarm-11""}"
384,Group C,BPCL-TXN-2000789,incoming,Vikram Mehta,vikram.mehta@bpcl.co.in,105554.22,INR,ATF,35053,"TRK3804,TRK6629,TRK4602,TRK5835","TID732958,TID264404,TID927899,TID933162",,2025-03-23,TankFarm-10,CNTR-22784,Documentation pending,2025-01-30T02:26:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 35053, ""truck_count"": 4, ""contract_ref"": ""CNTR-22784"", ""storage_location"": ""TankFarm-10""}"
385,Group A,BPCL-TXN-9207638,outgoing,Ajay Desai,ajay.desai@bpcl.co.in,453896.13,INR,ATF,19295,TRK1237,TID865479,2025-02-24,,TankFarm-12,CNTR-24041,Weather delay,2025-02-11T13:37:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 19295, ""truck_count"": 1, ""contract_ref"": ""CNTR-24041"", ""storage_location"": ""TankFarm-12""}"
386,Group B,BPCL-TXN-3499296,incoming,Kavita Bansal,kavita.bansal@bpcl.co.in,676232.55,INR,ATF,7898,TRK8711,TID869105,,2025-03-06,TankFarm-1,CNTR-26974,Documentation pending,2025-02-20T15:51:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 7898, ""truck_count"": 1, ""contract_ref"": ""CNTR-26974"", ""storage_location"": ""TankFarm-1""}"
387,Group C,BPCL-TXN-2644153,outgoing,Rahul Singh,rahul.singh@bpcl.co.in,199370.83,INR,Naphtha,1814,TRK7662,TID328596,2025-01-17,,TankFarm-6,CNTR-24846,Weather delay,2025-03-24T02:01:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 1814, ""truck_count"": 1, ""contract_ref"": ""CNTR-24846"", ""storage_location"": ""TankFarm-6""}"
388,Group A,BPCL-TXN-6114309,incoming,Amit Khosla,amit.khosla@bpcl.co.in,357980.06,INR,Naphtha,43250,TRK8452,TID586288,,2025-01-18,TankFarm-12,CNTR-26641,Customs hold,2025-02-17T20:29:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 43250, ""truck_count"": 1, ""contract_ref"": ""CNTR-26641"", ""storage_location"": ""TankFarm-12""}"
389,Group B,BPCL-TXN-1022878,outgoing,Ajay Gupta,ajay.gupta@bpcl.co.in,76256.48,INR,LDO,35794,TRK1535,TID410997,2025-02-24,,TankFarm-5,CNTR-28887,Weather delay,2025-03-29T02:39:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 35794, ""truck_count"": 1, ""contract_ref"": ""CNTR-28887"", ""storage_location"": ""TankFarm-5""}"
390,Group C,BPCL-TXN-1919587,outgoing,Shreya Gupta,shreya.gupta@bpcl.co.in,288893.13,INR,MS,8272,TRK7274,TID483349,2025-03-01,,TankFarm-10,CNTR-20669,Gate pass pending,2025-02-16T05:41:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 8272, ""truck_count"": 1, ""contract_ref"": ""CNTR-20669"", ""storage_location"": ""TankFarm-10""}"
391,Group A,BPCL-TXN-2124172,outgoing,Shreya Khosla,shreya.khosla@bpcl.co.in,585842.24,INR,HSD,22949,TRK4909,TID665847,2025-01-15,,TankFarm-11,CNTR-27839,Weather delay,2025-01-29T10:22:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 22949, ""truck_count"": 1, ""contract_ref"": ""CNTR-27839"", ""storage_location"": ""TankFarm-11""}"
392,Group B,BPCL-TXN-9448435,outgoing,Pooja Jain,pooja.jain@bpcl.co.in,225930.37,INR,MS,25432,TRK6656,TID574386,2025-03-04,,TankFarm-9,CNTR-28629,Requires escort,2025-03-02T22:34:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 25432, ""truck_count"": 1, ""contract_ref"": ""CNTR-28629"", ""storage_location"": ""TankFarm-9""}"
393,Group C,BPCL-TXN-9939831,outgoing,Kavita Rao,kavita.rao@bpcl.co.in,352684.33,INR,LDO,5300,TRK4085,TID580115,2025-01-12,,TankFarm-2,CNTR-26400,Customs hold,2025-02-06T02:06:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 5300, ""truck_count"": 1, ""contract_ref"": ""CNTR-26400"", ""storage_location"": ""TankFarm-2""}"
394,Group A,BPCL-TXN-2879460,incoming,Sahil Mehta,sahil.mehta@bpcl.co.in,384838.33,INR,HSD,39123,"TRK1371,TRK5803,TRK7824,TRK9870,TRK3163,TRK8764","TID463541,TID540538,TID565420,TID873544,TID776000,TID122525",,2025-02-07,TankFarm-4,CNTR-21031,Standard operation,2025-01-30T16:41:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 39123, ""truck_count"": 6, ""contract_ref"": ""CNTR-21031"", ""storage_location"": ""TankFarm-4""}"
395,Group B,BPCL-TXN-6751103,incoming,Pooja Gupta,pooja.gupta@bpcl.co.in,595447.66,INR,ATF,43886,"TRK9686,TRK9986,TRK8295,TRK8503,TRK5982,TRK3161","TID927691,TID421383,TID280079,TID927607,TID372637,TID337798",,2025-03-03,TankFarm-6,CNTR-24720,Standard operation,2025-01-19T11:18:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 43886, ""truck_count"": 6, ""contract_ref"": ""CNTR-24720"", ""storage_location"": ""TankFarm-6""}"
396,Group C,BPCL-TXN-3791109,incoming,Anil Mehta,anil.mehta@bpcl.co.in,541063.82,INR,LDO,16945,"TRK3514,TRK3641","TID349461,TID222596",,2025-01-06,TankFarm-6,CNTR-29413,Customs hold,2025-02-26T08:23:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 16945, ""truck_count"": 2, ""contract_ref"": ""CNTR-29413"", ""storage_location"": ""TankFarm-6""}"
397,Group A,BPCL-TXN-1581986,incoming,Pooja Verma,pooja.verma@bpcl.co.in,734066.36,INR,HSD,29439,"TRK9845,TRK3663,TRK9743,TRK5940","TID227391,TID126135,TID524214,TID623676",,2025-01-19,TankFarm-8,CNTR-25246,Customs hold,2025-01-01T23:34:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 29439, ""truck_count"": 4, ""contract_ref"": ""CNTR-25246"", ""storage_location"": ""TankFarm-8""}"
398,Group B,BPCL-TXN-6557966,outgoing,Pooja Khosla,pooja.khosla@bpcl.co.in,239278.73,INR,LDO,38599,TRK3409,TID938416,2025-03-14,,TankFarm-12,CNTR-27243,Gate pass pending,2025-03-30T03:46:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 38599, ""truck_count"": 1, ""contract_ref"": ""CNTR-27243"", ""storage_location"": ""TankFarm-12""}"
399,Group C,BPCL-TXN-1672446,incoming,Amit Gupta,amit.gupta@bpcl.co.in,424445.99,INR,LDO,6625,"TRK4610,TRK8306,TRK6855,TRK2515","TID442220,TID157706,TID737692,TID772465",,2025-01-25,TankFarm-10,CNTR-28625,Weather delay,2025-02-05T06:01:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 6625, ""truck_count"": 4, ""contract_ref"": ""CNTR-28625"", ""storage_location"": ""TankFarm-10""}"
400,Group A,BPCL-TXN-8473546,incoming,Pooja Gupta,pooja.gupta@bpcl.co.in,719277.18,INR,Naphtha,30848,"TRK9035,TRK6206","TID732471,TID734470",,2025-03-07,TankFarm-1,CNTR-25915,Quality check required,2025-01-19T22:54:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 30848, ""truck_count"": 2, ""contract_ref"": ""CNTR-25915"", ""storage_location"": ""TankFarm-1""}"
401,Group B,BPCL-TXN-7477894,incoming,Ketan Sharma,ketan.sharma@bpcl.co.in,231371.52,INR,LDO,25190,"TRK2435,TRK4533,TRK8278,TRK7809","TID942725,TID563999,TID402654,TID271746",,2025-02-24,TankFarm-12,CNTR-26786,Customs hold,2025-03-17T19:05:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 25190, ""truck_count"": 4, ""contract_ref"": ""CNTR-26786"", ""storage_location"": ""TankFarm-12""}"
402,Group C,BPCL-TXN-6087374,incoming,Rahul Nair,rahul.nair@bpcl.co.in,740312.8,INR,MS,43710,"TRK2449,TRK1108,TRK7708,TRK5478","TID534649,TID283388,TID682813,TID584567",,2025-04-01,TankFarm-10,CNTR-22243,Weather delay,2025-01-24T12:18:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""MS"", ""quantity_liters"": 43710, ""truck_count"": 4, ""contract_ref"": ""CNTR-22243"", ""storage_location"": ""TankFarm-10""}"
403,Group A,BPCL-TXN-1708550,outgoing,Ajay Rao,ajay.rao@bpcl.co.in,630074.27,INR,LDO,33381,TRK8593,TID335426,2025-01-04,,TankFarm-1,CNTR-22523,Priority consignment,2025-02-08T20:53:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 33381, ""truck_count"": 1, ""contract_ref"": ""CNTR-22523"", ""storage_location"": ""TankFarm-1""}"
404,Group B,BPCL-TXN-3083343,outgoing,Pooja Gupta,pooja.gupta@bpcl.co.in,672197.73,INR,ATF,12755,TRK9059,TID821255,2025-03-24,,TankFarm-4,CNTR-20466,Requires escort,2025-02-05T15:04:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 12755, ""truck_count"": 1, ""contract_ref"": ""CNTR-20466"", ""storage_location"": ""TankFarm-4""}"
405,Group C,BPCL-TXN-7069317,outgoing,Anil Singh,anil.singh@bpcl.co.in,435041.58,INR,LDO,32197,TRK2959,TID491330,2025-03-07,,TankFarm-12,CNTR-29425,Standard operation,2025-02-03T05:37:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 32197, ""truck_count"": 1, ""contract_ref"": ""CNTR-29425"", ""storage_location"": ""TankFarm-12""}"
406,Group A,BPCL-TXN-6363359,incoming,Rahul Khosla,rahul.khosla@bpcl.co.in,123235.61,INR,HSD,8466,"TRK6917,TRK7873,TRK6832","TID151081,TID403936,TID405831",,2025-03-09,TankFarm-11,CNTR-21258,Documentation pending,2025-01-25T20:11:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 8466, ""truck_count"": 3, ""contract_ref"": ""CNTR-21258"", ""storage_location"": ""TankFarm-11""}"
407,Group B,BPCL-TXN-3804075,outgoing,Shreya Verma,shreya.verma@bpcl.co.in,657521.27,INR,LDO,18790,TRK6939,TID200488,2025-03-10,,TankFarm-10,CNTR-25761,Customs hold,2025-01-02T04:33:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 18790, ""truck_count"": 1, ""contract_ref"": ""CNTR-25761"", ""storage_location"": ""TankFarm-10""}"
408,Group C,BPCL-TXN-9135255,incoming,Neha Verma,neha.verma@bpcl.co.in,692657.85,INR,HSD,11712,"TRK3532,TRK9247","TID331854,TID971968",,2025-01-25,TankFarm-9,CNTR-28612,Documentation pending,2025-03-12T22:48:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 11712, ""truck_count"": 2, ""contract_ref"": ""CNTR-28612"", ""storage_location"": ""TankFarm-9""}"
409,Group A,BPCL-TXN-8001908,outgoing,Rahul Patel,rahul.patel@bpcl.co.in,109510.1,INR,HSD,2138,TRK8856,TID465124,2025-02-09,,TankFarm-12,CNTR-25940,Customs hold,2025-02-26T19:33:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 2138, ""truck_count"": 1, ""contract_ref"": ""CNTR-25940"", ""storage_location"": ""TankFarm-12""}"
410,Group B,BPCL-TXN-6738565,outgoing,Amit Khosla,amit.khosla@bpcl.co.in,245896.09,INR,MS,15572,TRK3108,TID998435,2025-03-30,,TankFarm-3,CNTR-23712,Priority consignment,2025-01-17T06:08:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 15572, ""truck_count"": 1, ""contract_ref"": ""CNTR-23712"", ""storage_location"": ""TankFarm-3""}"
411,Group C,BPCL-TXN-8127046,outgoing,Sahil Patel,sahil.patel@bpcl.co.in,81358.09,INR,ATF,29262,TRK1696,TID305888,2025-01-14,,TankFarm-1,CNTR-28412,Standard operation,2025-03-02T03:58:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 29262, ""truck_count"": 1, ""contract_ref"": ""CNTR-28412"", ""storage_location"": ""TankFarm-1""}"
412,Group A,BPCL-TXN-2111446,incoming,Vikram Gupta,vikram.gupta@bpcl.co.in,32447.49,INR,MS,13112,"TRK4365,TRK4277,TRK4027,TRK6759,TRK1479","TID195189,TID252627,TID986950,TID882445,TID390849",,2025-03-16,TankFarm-6,CNTR-25770,Customs hold,2025-03-06T23:39:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""MS"", ""quantity_liters"": 13112, ""truck_count"": 5, ""contract_ref"": ""CNTR-25770"", ""storage_location"": ""TankFarm-6""}"
413,Group B,BPCL-TXN-2146505,incoming,Priya Bansal,priya.bansal@bpcl.co.in,578351.92,INR,Naphtha,19221,"TRK4138,TRK5617,TRK3814,TRK9800,TRK1070,TRK2616","TID324411,TID628687,TID992649,TID842136,TID597775,TID484264",,2025-03-31,TankFarm-10,CNTR-23033,Temperature sensitive,2025-03-28T03:11:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 19221, ""truck_count"": 6, ""contract_ref"": ""CNTR-23033"", ""storage_location"": ""TankFarm-10""}"
414,Group C,BPCL-TXN-7368883,outgoing,Neha Desai,neha.desai@bpcl.co.in,397831.98,INR,ATF,8395,TRK6149,TID229620,2025-03-01,,TankFarm-2,CNTR-28515,Customs hold,2025-03-05T11:45:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 8395, ""truck_count"": 1, ""contract_ref"": ""CNTR-28515"", ""storage_location"": ""TankFarm-2""}"
415,Group A,BPCL-TXN-1681298,incoming,Priya Verma,priya.verma@bpcl.co.in,382941.78,INR,ATF,23586,"TRK6111,TRK8273,TRK4700,TRK7672","TID404704,TID996915,TID548750,TID297955",,2025-01-09,TankFarm-8,CNTR-26020,Customs hold,2025-01-02T21:31:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 23586, ""truck_count"": 4, ""contract_ref"": ""CNTR-26020"", ""storage_location"": ""TankFarm-8""}"
416,Group B,BPCL-TXN-7649981,outgoing,Rahul Nair,rahul.nair@bpcl.co.in,502447.49,INR,MS,8813,TRK3348,TID513989,2025-02-21,,TankFarm-12,CNTR-29675,Requires escort,2025-01-22T02:23:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 8813, ""truck_count"": 1, ""contract_ref"": ""CNTR-29675"", ""storage_location"": ""TankFarm-12""}"
417,Group C,BPCL-TXN-6681296,outgoing,Sunita Bansal,sunita.bansal@bpcl.co.in,636921.39,INR,ATF,9045,TRK4815,TID978821,2025-02-24,,TankFarm-12,CNTR-28177,Priority consignment,2025-03-16T18:17:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 9045, ""truck_count"": 1, ""contract_ref"": ""CNTR-28177"", ""storage_location"": ""TankFarm-12""}"
418,Group A,BPCL-TXN-7714837,outgoing,Ketan Singh,ketan.singh@bpcl.co.in,508340.83,INR,ATF,32754,TRK9379,TID392438,2025-01-19,,TankFarm-8,CNTR-21770,Requires escort,2025-02-02T15:31:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 32754, ""truck_count"": 1, ""contract_ref"": ""CNTR-21770"", ""storage_location"": ""TankFarm-8""}"
419,Group B,BPCL-TXN-3258353,incoming,Ramesh Patel,ramesh.patel@bpcl.co.in,559903.81,INR,MS,37645,"TRK1438,TRK3934,TRK7269,TRK6356,TRK3502,TRK5960","TID752179,TID753506,TID201013,TID897097,TID180234,TID793193",,2025-03-08,TankFarm-8,CNTR-27635,Weather delay,2025-02-07T21:31:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""MS"", ""quantity_liters"": 37645, ""truck_count"": 6, ""contract_ref"": ""CNTR-27635"", ""storage_location"": ""TankFarm-8""}"
420,Group C,BPCL-TXN-5390014,incoming,Shreya Verma,shreya.verma@bpcl.co.in,611874.16,INR,Naphtha,40823,TRK1517,TID551313,,2025-01-16,TankFarm-7,CNTR-27374,Gate pass pending,2025-02-18T14:29:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 40823, ""truck_count"": 1, ""contract_ref"": ""CNTR-27374"", ""storage_location"": ""TankFarm-7""}"
421,Group A,BPCL-TXN-3967372,incoming,Shreya Gupta,shreya.gupta@bpcl.co.in,648761.51,INR,LDO,15757,"TRK8056,TRK3203,TRK6119,TRK7374","TID611133,TID901123,TID214695,TID696487",,2025-03-28,TankFarm-8,CNTR-29073,Documentation pending,2025-03-15T15:30:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 15757, ""truck_count"": 4, ""contract_ref"": ""CNTR-29073"", ""storage_location"": ""TankFarm-8""}"
422,Group B,BPCL-TXN-3622462,outgoing,Shreya Sharma,shreya.sharma@bpcl.co.in,308753.99,INR,ATF,39734,TRK7189,TID746908,2025-03-28,,TankFarm-6,CNTR-24660,Gate pass pending,2025-01-08T00:37:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 39734, ""truck_count"": 1, ""contract_ref"": ""CNTR-24660"", ""storage_location"": ""TankFarm-6""}"
423,Group C,BPCL-TXN-7147341,incoming,Ketan Khosla,ketan.khosla@bpcl.co.in,448376.06,INR,LDO,29941,TRK8014,TID461908,,2025-02-15,TankFarm-7,CNTR-25755,Standard operation,2025-03-26T07:15:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 29941, ""truck_count"": 1, ""contract_ref"": ""CNTR-25755"", ""storage_location"": ""TankFarm-7""}"
424,Group A,BPCL-TXN-6236161,incoming,Anil Patel,anil.patel@bpcl.co.in,685032.04,INR,MS,24982,TRK6531,TID278026,,2025-01-03,TankFarm-9,CNTR-25343,Standard operation,2025-02-28T21:55:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""MS"", ""quantity_liters"": 24982, ""truck_count"": 1, ""contract_ref"": ""CNTR-25343"", ""storage_location"": ""TankFarm-9""}"
